time_ms,band0,band1,band2,band3,band4,band5,band6,band7,total
149,0.196263,0.0301352,0.0362437,0.0259796,0.0112386,0.00281825,0.000722883,0.000303645,0.303705
150,0.386088,0.209753,0.11882,0.0804012,0.03025,0.00635595,0.00149784,0.000623784,0.83379
151,0.306516,0.122291,0.0370652,0.0218076,0.00623378,0.000505598,8.80887e-05,2.4868e-05,0.494532
152,0.284815,0.171041,0.211577,0.168186,0.0990066,0.0451496,0.0206172,0.0087371,1.00913
153,0.460526,0.242133,0.0866359,0.0558483,0.021875,0.00485117,0.00118256,0.000432505,0.873485
154,0.222203,0.0450284,0.0274041,0.0144295,0.0054521,0.00116083,0.00027582,7.23348e-05,0.316026
155,0.336165,0.137881,0.0664618,0.0416366,0.0143457,0.00263642,0.000560806,0.000212379,0.5999
156,0.195039,0.0583701,0.0326897,0.019109,0.00802984,0.0023569,0.000831118,0.000302083,0.316728
157,0.209494,0.0475202,0.0166239,0.00902235,0.00337992,0.000763757,0.000211731,5.5248e-05,0.287071
158,0.323728,0.139905,0.0202296,0.0113325,0.00493457,0.00150807,0.000542017,0.000146931,0.502327
159,0.265643,0.148832,0.082534,0.0523014,0.0211126,0.00547329,0.00169703,0.000348169,0.577941
160,0.372423,0.16889,0.0509232,0.0306052,0.00913971,0.00119017,0.000291593,0.000101587,0.633565
161,0.39965,0.198043,0.0298147,0.0176662,0.00905562,0.00400013,0.00184217,0.000476847,0.660548
162,0.231615,0.121181,0.102191,0.0739042,0.0435281,0.0188647,0.00794141,0.00256045,0.601786
163,0.211835,0.0606468,0.00369963,0.00154379,0.000556425,0.000113614,2.72558e-05,6.36943e-06,0.278429
164,0.148995,0.0213901,0.00933019,0.00490536,0.00221123,0.00066353,0.000220153,4.09398e-05,0.187756
165,0.355649,0.145797,0.0355825,0.022114,0.00988749,0.00333402,0.0012266,0.000338724,0.573929
166,0.189573,0.06658,0.0200603,0.0126669,0.00388744,0.000479441,4.8596e-05,1.6581e-05,0.293312
167,0.164671,0.060981,0.029032,0.0170939,0.00600626,0.00112274,0.00023433,7.21211e-05,0.279214
168,0.210782,0.130042,0.0716669,0.0459739,0.0159607,0.00313312,0.000850735,0.00032164,0.478731
169,0.219362,0.138495,0.0714473,0.0438705,0.0147876,0.00254567,0.000489063,0.000154164,0.491151
170,0.515531,0.308092,0.062745,0.035753,0.0142946,0.00432243,0.0016084,0.000409743,0.942756
171,0.331091,0.176894,0.0342846,0.0210218,0.00800948,0.00203205,0.000644141,0.00022167,0.574198
172,0.18006,0.108565,0.0538181,0.0322146,0.0104479,0.00172699,0.000326408,0.000110916,0.387271
173,0.207024,0.131148,0.0444474,0.0276222,0.00863386,0.00115249,0.00013991,5.13402e-05,0.420218
174,0.077628,0.033439,0.0197807,0.0128575,0.00417058,0.000677727,0.000123234,4.6611e-05,0.148723
175,0.247971,0.166072,0.0941572,0.0667654,0.0409859,0.0178848,0.0058193,0.00129554,0.640952
176,0.0770664,0.0178084,0.00275196,0.00088799,0.000302579,5.72085e-05,1.28198e-05,4.59978e-06,0.0988919
177,0.183873,0.0832207,0.027826,0.0153096,0.00448878,0.000632651,0.000105077,3.08629e-05,0.315487
178,0.0914611,0.027538,0.00299856,0.00125345,0.00040644,7.05572e-05,1.46098e-05,1.94536e-06,0.123745
179,0.0647525,0.00815146,0.00331761,0.00166214,0.000544596,9.16825e-05,1.74461e-05,3.80886e-06,0.0785413
180,0.0766543,0.0139464,0.000623522,0.000230968,7.14413e-05,1.08916e-05,1.88321e-06,2.10476e-07,0.0915396
181,0.145477,0.0688168,0.0176804,0.00968296,0.00302055,0.00047008,8.40339e-05,2.36578e-05,0.245255
182,0.0585647,0.021005,0.0125926,0.00786355,0.00235127,0.000342925,5.80205e-05,2.28174e-05,0.102801
183,0.0630203,0.0296796,0.0240224,0.0134874,0.00448641,0.000780823,0.000155892,4.11213e-05,0.135674
184,0.0807414,0.0151047,0.000606745,0.000274496,0.000139767,6.26447e-05,2.42051e-05,6.6873e-06,0.0969607
185,0.143027,0.111757,0.063741,0.0403859,0.014767,0.00297154,0.000652665,0.000212026,0.377514
186,0.12751,0.0796937,0.0309095,0.0189381,0.00544104,0.00073699,0.000115531,4.02405e-05,0.263385
187,0.0605088,0.0361376,0.0375005,0.0252713,0.00971468,0.00215377,0.000522559,0.000185532,0.171995
188,0.517152,0.414127,0.29066,0.232098,0.177425,0.136447,0.0710279,0.0176626,1.8566
189,0.0785441,0.0501289,0.0395421,0.0210615,0.00857035,0.00247245,0.00082332,8.07808e-05,0.201224
190,0.0697757,0.0384638,0.0207503,0.00945411,0.00234531,0.000320945,0.000124352,0.000103796,0.141338
191,0.0442998,0.00407855,0.0013378,0.000580345,0.000172368,2.42812e-05,3.82728e-06,6.45644e-07,0.0504977
192,0.0584707,0.00432573,0.0528813,0.0349986,0.0260788,0.0181545,0.00916893,0.00151861,0.205597
193,0.0702333,0.0297396,0.0110004,0.00676011,0.00188393,0.000245584,3.80658e-05,1.37871e-05,0.119915
194,0.0955041,0.0258227,0.00512141,0.00209358,0.000965802,0.000297524,9.32322e-05,6.68195e-06,0.129905
195,0.0936229,0.0613106,0.0266792,0.0175125,0.00594012,0.00104174,0.00019868,6.80259e-05,0.206374
196,0.044204,0.00484301,0.00663991,0.00423559,0.00159112,0.000325706,6.97163e-05,2.01528e-05,0.0619292
197,0.060143,0.0331404,0.0108215,0.00642902,0.00168726,0.000198406,2.74887e-05,9.2039e-06,0.112456
198,0.100074,0.0601408,0.0184142,0.0104874,0.00225362,9.96183e-05,2.81342e-05,9.20599e-06,0.191507
199,0.0253334,0.00576414,0.000365187,7.0569e-05,1.84912e-05,2.14059e-06,2.88471e-07,4.90759e-09,0.0315542
200,0.250236,0.202111,0.118245,0.0911281,0.047679,0.0174592,0.00573681,0.00188045,0.734476
201,0.392549,0.376011,0.270304,0.225293,0.145376,0.0749958,0.033514,0.011144,1.52919
202,0.0245525,0.00180874,0.00118445,0.000443249,0.000123685,1.71669e-05,2.85503e-06,2.26542e-07,0.0281329
203,0.0632222,0.0390187,0.0149033,0.00819292,0.00222136,0.000275639,4.01115e-05,1.17453e-05,0.127886
